BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202412,28,900,202412,28,900,198792,1229039,LOUISIANA,22,2024,December,Lightning,C,17,CADDO,SHV,28-DEC-24 09:00:00,CST-6,28-DEC-24 09:00:00,0,0,0,0,10.00K,0.00K,Amateur Radio,,,,,,,,,,,,2.0,SW,DIXIE GARDENS,2.0,SW,DIXIE GARDENS,32.43,-93.72,32.43,-93.72,"Widespread strong to severe thunderstorms developed along and behind of an approaching cold front during the morning of December 28th. Some of these storms produced small hail and a couple of the stronger clusters caused some wind damage. Later in the afternoon, increased instability and low-level wind shear in the warm sector allowed a few supercells to develop across Central and Northeast Louisiana. Immediately behind the supercells, a quasi-linear convective system developed and moved quickly eastward producing a few instances of strong damaging winds.",Lightning was reported to have struck an apartment building near the intersection of Millicent Way and East Bert Kouns Industrial Loop.,CSV
202412,26,1048,202412,26,1048,198112,1224979,TEXAS,48,2024,December,Lightning,C,285,LAVACA,EWX,26-DEC-24 10:48:00,CST-6,26-DEC-24 10:48:00,0,0,0,0,50.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,2.0,SW,MONT,2.0,SW,MONT,29.3565,-97.0279,29.3565,-97.0279,"An upper-level shortwave trough moved across Texas, and a warm front moved through South-Central Texas from the south. Thunderstorms developed along this front. Lightning caused an oil field tank battery to catch fire.",A thunderstorm produced lightning that caused an oil field tank battery to catch fire near Sweet Home.,CSV
202405,16,1700,202405,16,1700,189937,1188491,TEXAS,48,2024,May,Lightning,C,201,HARRIS,HGX,16-MAY-24 17:00:00,CST-6,16-MAY-24 17:00:00,0,0,0,1,50.00K,0.00K,Broadcast Media,,,,,,,,,,,,2.0,NW,HOUSTON WEISER ARPT,2.0,NW,HOUSTON WEISER ARPT,29.9529,-95.6585,29.9529,-95.6585,"On the evening of May 16, a derecho moved into SE TX. This resulted in extensive wind damage across much of the Greater Houston area, including much of Downtown Houston. Maximum wind gusts were estimated to have reached over 100 mph. Additionally, the system produced two tornadoes and widespread flash flooding. Power outages resulting from the derecho lasted multiple days for hundreds of thousands of people.",Lighting fire destroyed a mobile home. One fatality resulted.,CSV
202405,22,1522,202405,22,1522,190084,1171769,TENNESSEE,47,2024,May,Lightning,C,187,WILLIAMSON,OHX,22-MAY-24 15:22:00,CST-6,22-MAY-24 15:22:00,0,0,0,0,100.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,W,MUDSINK,1.0,W,MUDSINK,35.9189,-86.8428,35.9189,-86.8428,"An active May pattern continued into May 22, 2024, as additional severe thunderstorms impacted Middle Tennessee. Damaging winds were the primary threat with this activity with numerous trees, mainly in eastern Middle Tennessee, uprooted or snapped. Flash flooding was also reported in Houston County where water rescues had to be performed at a daycare.","A lightning strike was the likely cause of a house fire along Heritage Court in Franklin. Significant damage occurred to the garage of the home, and one resident was rescued. Damages are a rough estimate.",CSV
202408,13,602,202408,13,605,196158,1214164,WASHINGTON,53,2024,August,Lightning,C,3,ASOTIN,OTX,13-AUG-24 06:02:00,PST-8,13-AUG-24 06:05:00,0,0,0,0,1.00K,0.00K,Newspaper,,,,,,,,,,,,2.0,SSW,CLARKSTON HGTS,2.0,SSW,CLARKSTON HGTS,46.39,-117.08,46.39,-117.08,Lightning sparked a small house fire in Clarkston.,Lightning ignited a house fire on the 2300 block of 19th Street. Fire department quickly extinguished the portion of the roof that ignited.,CSV
202405,22,1620,202405,22,1620,190084,1171782,TENNESSEE,47,2024,May,Lightning,C,149,RUTHERFORD,OHX,22-MAY-24 16:20:00,CST-6,22-MAY-24 16:20:00,0,0,0,0,100.00K,0.00K,Broadcast Media,,,,,,,,,,,,2.0,NNE,BARFIELD,2.0,NNE,BARFIELD,35.7996,-86.4352,35.7996,-86.4352,"An active May pattern continued into May 22, 2024, as additional severe thunderstorms impacted Middle Tennessee. Damaging winds were the primary threat with this activity with numerous trees, mainly in eastern Middle Tennessee, uprooted or snapped. Flash flooding was also reported in Houston County where water rescues had to be performed at a daycare.",The attic of a home along Tin Cup Drive in Murfreesboro caught fire after lightning struck the home. Firefighters arrived and were able to quickly extinguish the flames before it spread further. No injuries were reported. Damages are a rough estimate.,CSV
202409,25,1615,202409,25,1620,196581,1219236,IDAHO,16,2024,September,Lightning,C,79,SHOSHONE,OTX,25-SEP-24 16:15:00,PST-8,25-SEP-24 16:20:00,0,0,0,0,1.00K,0.00K,Public,,,,,,,,,,,,1.0,N,OSBURN,1.0,N,OSBURN,47.51,-116.0,47.51,-116.0,"A strong dry cold front pushed through the region on September 25. It generated several thunderstorms over Idaho Panhandle as it passed. The storms brought severe gusty outflow winds from downdrafts. The winds caused damage to trees and roofs. Recorded wind gusts ranged from up to 67 MPH. There was also a report of severe hail. A downed tree caused a fatality in Sandpoint. It brought dust storm to the Moscow area. Power outages reported by county: 1710 - Benewah, 18178 - Bonner, 3413 Boundary, 3328 -Shoshone, 8193 - Latah, 1019 - Kootenai.",Tree was struck by lightning. Tree split into two with one side falling on to the fence and house.,CSV
202409,18,1630,202409,18,1630,196481,1218190,FLORIDA,12,2024,September,Lightning,C,11,BROWARD,MFL,18-SEP-24 16:30:00,EST-5,18-SEP-24 16:30:00,0,0,0,0,50.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,NNE,HOLLYWOOD N PERRY AR,1.0,NNE,HOLLYWOOD N PERRY AR,26.0104,-80.2236,26.0104,-80.2236,"With a mid-level trough over the Florida Peninsula, and a stationary front positioned over Central Florida, plentiful moisture and instability was in place over South Florida. This resulted in numerous showers and thunderstorms during the afternoon and evening of September 18th across South Florida.","Broadcast media reported that lightning struck a transformer in the 6800 block of Tyler Street in Hollywood, which knocked down a power line onto a home and started a fire. The fire caused significant damage to the home and property. The residents of the home were able to get out safely. Time is approximate and is based on the timing of a severe thunderstorm that was affecting the area at the time, as well as from National Lightning Detection Network data showing several cloud-to-ground strikes in close proximity.",CSV
202409,18,1615,202409,18,1615,196481,1215697,FLORIDA,12,2024,September,Lightning,C,11,BROWARD,MFL,18-SEP-24 16:15:00,EST-5,18-SEP-24 16:15:00,0,0,1,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,NE,HOLLYWOOD N PERRY AR,1.0,NE,HOLLYWOOD N PERRY AR,26.0053,-80.2215,26.0053,-80.2215,"With a mid-level trough over the Florida Peninsula, and a stationary front positioned over Central Florida, plentiful moisture and instability was in place over South Florida. This resulted in numerous showers and thunderstorms during the afternoon and evening of September 18th across South Florida.","Broadcast media reported that a 16-year-old boy was killed by lightning after being struck while riding a bicycle in the 600 block of SW 67th Avenue in Pembroke Pines during a thunderstorm. The boy was taken to a nearby hospital where he was later pronounced dead. Time is approximate and is based on the timing of a severe thunderstorm that was affecting the area at the time, as well as from National Lightning Detection Network data showing several cloud-to-ground strikes in close proximity.",CSV
202409,3,1411,202409,3,1411,196249,1214287,TEXAS,48,2024,September,Lightning,C,61,CAMERON,BRO,03-SEP-24 14:11:00,CST-6,03-SEP-24 14:11:00,0,0,0,0,5.40K,0.00K,Public,,,,,,,,,,,,2.0,SW,PRIMERA,2.0,SW,PRIMERA,26.212,-97.6925,26.212,-97.6925,"An influx of deep tropical moisture associated with a weak upper level disturbance and associated low pressure system along the Lower Texas coast provided daily, mainly afternoon showers and thunderstorms between September 2 and 5. The precipitation favored the lower Valley (Cameron/Willacy County).  On the 3rd, a resident of Harlingen reported a direct cloud-to-ground lightning strike on her home which resulted in damage.","A resident of central Harlingen reported a direct lightning strike to the home.  Approximate time is based on the report, which noted that the strike came just before torrential rains that were also reported at nearby Valley International Airport (2.4 miles to the east-northeast). Damage included roof and decking blown out and underlaying PVC pipe damage.  No fire was reported.",CSV
202409,14,2100,202409,14,2300,196891,1217865,TEXAS,48,2024,September,Lightning,C,479,WEBB,CRP,14-SEP-24 21:00:00,CST-6,14-SEP-24 23:00:00,0,0,0,0,10.00K,0.00K,Newspaper,,,,,,,,,,,,2.0,N,(LRD)LAREDO INTL ARP,2.0,N,(LRD)LAREDO INTL ARP,27.5614,-99.4638,27.5614,-99.4638,A very strong thunderstorm peaked in intensity as it crossed from Mexico into the Laredo area on the night of September 14th. This initial storm contained heavy rain rates and weas then followed by a few other storms in wake during the early morning hours of the 15th. This combination and the flash prone urban area lead to quick flooding on streets and water rescues. Frequent lightning impacted power lines and caused power outages across the city.,"Lightning struck the 1600 block of Jacaman Rd, that resulted in a fire. Multiple power lines were reported down. There were temporary power outages across the city, with over 2,000 people without electricity through the morning hours on the 15th.",CSV
202408,31,1650,202408,31,1650,195867,1211397,FLORIDA,12,2024,August,Lightning,C,21,COLLIER,MFL,31-AUG-24 16:50:00,EST-5,31-AUG-24 16:50:00,1,0,1,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,0.0,WNW,NAPLES,0.0,WNW,NAPLES,26.1314,-81.8068,26.1314,-81.8068,"With afternoon sea breezes and diurnal heating, the development of showers and thunderstorms was fueled across inland and Southwest Florida in the afternoon of August 31st. There were scattered thunderstorms across the local Gulf waters which led to hazards such as gusty winds and lightning along coastal Collier County.","Local broadcast media reported two males sustaining injuries from a lightning strike in the water next to Naples Pier. Time is based on data from the National Lightning Detection Network. Two weeks later, local media reported that one of the men passed away after being in critical condition since the lightning strike.",CSV
202406,24,1450,202406,24,1450,192854,1193101,MISSISSIPPI,28,2024,June,Lightning,C,47,HARRISON,LIX,24-JUN-24 14:50:00,CST-6,24-JUN-24 14:50:00,0,0,0,0,50.00K,0.00K,NWS Employee,,,,,,,,,,,,6.0,NNW,D IBERVILLE,6.0,NNW,D IBERVILLE,30.51,-88.92,30.51,-88.92,"A backdoor cold front was slowly moving southwestward from Tennessee towards the Mississippi gulf coast on June 24th. Strong daytime heating ahead of the front increased surface instability which provided the potential for robust updrafts. As the strongest storm along the front moved into coastal counties of Mississippi, frequent cloud to ground lightning strikes resulted in 2 separate house fires. No injuries were reported.",Lightning struck and damaged a house on Woodmanse Way. Time estimated by radar and lightning data network.,CSV
202406,24,1545,202406,24,1545,192854,1193102,MISSISSIPPI,28,2024,June,Lightning,C,45,HANCOCK,LIX,24-JUN-24 15:45:00,CST-6,24-JUN-24 15:45:00,0,0,0,0,100.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,NE,BAY ST LOUIS ARPT,1.0,NE,BAY ST LOUIS ARPT,30.38,-89.44,30.38,-89.44,"A backdoor cold front was slowly moving southwestward from Tennessee towards the Mississippi gulf coast on June 24th. Strong daytime heating ahead of the front increased surface instability which provided the potential for robust updrafts. As the strongest storm along the front moved into coastal counties of Mississippi, frequent cloud to ground lightning strikes resulted in 2 separate house fires. No injuries were reported.",Lightning struck and damaged to 2 homes on Red Bud Drive. Time estimated by radar and lightning data network.,CSV
202405,9,600,202405,9,600,189932,1167640,TENNESSEE,47,2024,May,Lightning,C,99,LAWRENCE,OHX,09-MAY-24 06:00:00,CST-6,09-MAY-24 06:00:00,0,0,0,3,500.00K,0.00K,Emergency Manager,,,,,,,,,,,,2.0,NE,LAWRENCEBURG ARPT,2.0,NE,LAWRENCEBURG ARPT,35.2475,-87.2284,35.2475,-87.2284,"A widespread severe weather event impacted Middle Tennessee beginning in the early morning hours of May 8, 2024, and continued through the early morning hours of May 9th. During this time frame, numerous rounds of severe weather moved through the area, causing widespread wind damage in nearly every county in Middle Tennessee, hail up to 3 inches in diameter, and four tornadoes. One of these tornadoes in Columbia prompted a Tornado Emergency to be issued. In addition, major flash flooding also occurred with the worst flooding reported across Robertson and Sumner counties. With nearly nine inches of rain, Flash Flood Emergencies were issued for these counties. This is the first time National Weather Service Nashville issued both a Tornado Emergency and a Flash Flood Emergency in the same event. Unfortunately, this event claimed the lives of five individuals.","A lightning strike was likely to blame for a house fire along Morgan Road in Lawrenceburg. Unfortunately, the house became engulfed in flames which led to the death of three individuals, including one pregnant woman.",CSV
202405,8,2130,202405,8,2130,189932,1167635,TENNESSEE,47,2024,May,Lightning,C,37,DAVIDSON,OHX,08-MAY-24 21:30:00,CST-6,08-MAY-24 21:30:00,0,0,0,0,100.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,SSW,NASHVILLE,1.0,SSW,NASHVILLE,36.1566,-86.7869,36.1566,-86.7869,"A widespread severe weather event impacted Middle Tennessee beginning in the early morning hours of May 8, 2024, and continued through the early morning hours of May 9th. During this time frame, numerous rounds of severe weather moved through the area, causing widespread wind damage in nearly every county in Middle Tennessee, hail up to 3 inches in diameter, and four tornadoes. One of these tornadoes in Columbia prompted a Tornado Emergency to be issued. In addition, major flash flooding also occurred with the worst flooding reported across Robertson and Sumner counties. With nearly nine inches of rain, Flash Flood Emergencies were issued for these counties. This is the first time National Weather Service Nashville issued both a Tornado Emergency and a Flash Flood Emergency in the same event. Unfortunately, this event claimed the lives of five individuals.","A lightning strike hit a building in southwest Nashville, causing a fire. No injuries were reported. Damages are a rough estimate.",CSV
202405,22,1630,202405,22,1630,192408,1187043,ARKANSAS,5,2024,May,Lightning,C,57,HEMPSTEAD,SHV,22-MAY-24 16:30:00,CST-6,22-MAY-24 16:30:00,0,0,0,0,50.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,W,DEANEYVILLE,1.0,W,DEANEYVILLE,33.87,-93.51,33.87,-93.51,"Surface analysis identified a cold front advancing into the Ark-La-Tex region early in the afternoon on May 22nd. Weak surface troughing preceded the cold front, noted by a wind shift from southerly to the south of the boundary to northerly to the north of it. This troughing was influential in the intensification of thunderstorms moving into parts of Southwest Arkansas through mid afternoon. The air mass ahead of the boundary was characterized by ample low-level moisture and very strong buoyancy. MLCAPE was over 3000 J/kg across the entire region, and vertical shear was quite strong with bulk shear values in the 50 to 60 knot range. Although some minimal convective inhibition remained early on, it eroded quickly with robust thunderstorm development along and ahead of these boundaries. As a result, a few strong to severe thunderstorms were observed in Hempstead County Arkansas with isolated damaging wind gusts along with significant cloud-to-ground lightning that killed nearly 20 head of cattle huddled near a tree.",Nineteen head of cattle were killed when lightning struck a nearby tree just off of Highway 371 several miles east of Blevins near the Nevada County line.,CSV
202405,9,1245,202405,9,1245,190900,1180331,OKLAHOMA,40,2024,May,Lightning,C,85,LOVE,OUN,09-MAY-24 12:45:00,CST-6,09-MAY-24 12:45:00,0,0,0,0,250.00K,,Emergency Manager,,,,,,,,,,,,1.0,NNW,MARIETTA,1.0,NNW,MARIETTA,33.9513,-97.1264,33.9513,-97.1264,"Strong zonal mid/upper-level flow existed across the southern tier of the CONUS during the day on the 9th. This included a weak upper wave passage across portions of the Red River Valley. While a frontal boundary had pushed into portions of north Texas by daybreak, strong (elevated) instability and wind shear remained across southern and central portions of the forecast area. Scattered thunderstorms developed across western-north Texas by the late morning. The most significant storm was a 'left-moving' supercell thunderstorm, which tracked from near Wichita Falls, Texas, towards the southern portion of the Oklahoma City Metropolitan area, producing intermittent reports of large hail.",House fire due to a suspected lightning strike. Structure was expected to be a total loss. Event time is approximate.,CSV
202408,11,356,202408,11,356,194428,1210672,OKLAHOMA,40,2024,August,Lightning,C,83,LOGAN,OUN,11-AUG-24 03:56:00,CST-6,11-AUG-24 03:56:00,0,0,0,0,50.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,9.0,SW,MERIDIAN,9.0,SW,MERIDIAN,35.7366,-97.3386,35.7366,-97.3386,"Despite a somewhat nebulous synoptic regime, with modest zonal upper flow across the southern Plains, widespread thunderstorm development emerged during the early morning of the 11th. Thunderstorm development was fostered by a strong isentropic regime across portions of central Oklahoma. Repeated rounds of heavy rain led to widespread flash flooding in a narrow corridor from west-central into central Oklahoma, including southern portions of the Oklahoma City Metropolitan area. A downburst wind event was also observed south of the Lake Thunderbird area of Cleveland County near daybreak.",House fire due a suspected lightning strike.,CSV
202408,11,723,202408,11,723,194428,1210675,OKLAHOMA,40,2024,August,Lightning,C,83,LOGAN,OUN,11-AUG-24 07:23:00,CST-6,11-AUG-24 07:23:00,0,0,0,0,50.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,3.0,ENE,SEWARD,3.0,ENE,SEWARD,35.8207,-97.4365,35.8207,-97.4365,"Despite a somewhat nebulous synoptic regime, with modest zonal upper flow across the southern Plains, widespread thunderstorm development emerged during the early morning of the 11th. Thunderstorm development was fostered by a strong isentropic regime across portions of central Oklahoma. Repeated rounds of heavy rain led to widespread flash flooding in a narrow corridor from west-central into central Oklahoma, including southern portions of the Oklahoma City Metropolitan area. A downburst wind event was also observed south of the Lake Thunderbird area of Cleveland County near daybreak.",House fire due a suspected lightning strike.,CSV
202405,25,1500,202405,25,1500,191671,1184826,PENNSYLVANIA,42,2024,May,Lightning,C,3,ALLEGHENY,PBZ,25-MAY-24 15:00:00,EST-5,25-MAY-24 15:00:00,0,0,0,0,50.00K,0.00K,Broadcast Media,,,,,,,,,,,,3.0,WNW,BAKERSTOWN STATION,3.0,WNW,BAKERSTOWN STATION,40.67,-80.01,40.67,-80.01,"A passing shortwave trough and an advancing cold front worked with ample levels of instability and shear to initiate thunderstorms over eastern Ohio around midday on May 25th.  The storms increased in coverage and intensity in southwest Pennsylvania through the afternoon and early evening, and continued into the early morning hours of May 26th south of the PA/WV border. Numerous reports of tree and power line damage were received in southwest Pennsylvania, along with reports of hail up to 2 inches in diameter.  In addition, a brief and weak tornado occurred near Raccoon Creek State Park in Beaver County.","Lightning struck a home on McFadden Drive, causing a fire.",CSV
202406,4,26,202406,4,26,192598,1194660,OKLAHOMA,40,2024,June,Lightning,C,27,CLEVELAND,OUN,04-JUN-24 00:26:00,CST-6,04-JUN-24 00:26:00,0,0,0,0,50.00K,,Emergency Manager,,,,,,,,,,,,1.0,ENE,MOORE,1.0,ENE,MOORE,35.3449,-97.4741,35.3449,-97.4741,"Multiple rounds of severe weather produced reports of thunderstorm wind, large hail and flash flooding across central into southern Oklahoma on the 4th into the early morning hours of the 5th. The first convective episode began just after midnight on the 4th when a (strong) warm air advection pattern commenced across central into southern Oklahoma. Initial activity slowly organized into a line of storms, progressing across central and southern Oklahoma. Reports of small hail and thunderstorm wind damage occurred. Localized heavy rainfall from the southern Oklahoma City Metropolitan area into southeast Oklahoma also fostered flash flooding. A briefly organized thunderstorm occurred behind this complex (across the Oklahoma City Metropolitan area) and produced a few reports of large hail towards sunrise. By the evening, a second round of organized convection developed across the eastern two-thirds of Oklahoma, fostered by the approach of a more substantial upper wave (i.e., increased deep-layer wind shear combined with continued strong instability). Additional damaging wind and large hail reports were observed with this round, along with renewed concern for localized flash flooding, especially across the southern suburbs of the Oklahoma City Metropolitan area.",Report of a house fire due to a suspected lightning strike. Event time is approximate.,CSV
202408,11,613,202408,11,613,194428,1210674,OKLAHOMA,40,2024,August,Lightning,C,83,LOGAN,OUN,11-AUG-24 06:13:00,CST-6,11-AUG-24 06:13:00,0,0,0,0,50.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,4.0,SSE,SEWARD,4.0,SSE,SEWARD,35.7455,-97.4522,35.7455,-97.4522,"Despite a somewhat nebulous synoptic regime, with modest zonal upper flow across the southern Plains, widespread thunderstorm development emerged during the early morning of the 11th. Thunderstorm development was fostered by a strong isentropic regime across portions of central Oklahoma. Repeated rounds of heavy rain led to widespread flash flooding in a narrow corridor from west-central into central Oklahoma, including southern portions of the Oklahoma City Metropolitan area. A downburst wind event was also observed south of the Lake Thunderbird area of Cleveland County near daybreak.",House fire due to a suspected lightning strike.,CSV
202405,8,230,202405,8,230,191659,1184672,PENNSYLVANIA,42,2024,May,Lightning,C,129,WESTMORELAND,PBZ,08-MAY-24 02:30:00,EST-5,08-MAY-24 02:30:00,0,0,0,0,50.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,N,LYCIPPUS,1.0,N,LYCIPPUS,40.24,-79.43,40.24,-79.43,"Potent low pressure tracked across the Upper Midwest from May 7th into May 8th, pushing an occluded boundary across the Upper Ohio Valley. Strong warm and moist advection kept conditions favorable for convection into the overnight hours, with high levels of shear and a surface trough also supporting storm development. Cyclic supercell structures supported a few instances of straight line wind damage, as well as three tornadoes in southwest Pennsylvania.  One of these ended up being one of the stronger and more significant tornadoes in the region's recent history, a high-end EF2 that ultimately tracked across 15 miles and three states.",A house was hit by lightning along Lentz Road.  All occupants made it out of the house.,CSV
202407,16,1945,202407,16,1945,192861,1191584,NEBRASKA,31,2024,July,Lightning,C,19,BUFFALO,GID,16-JUL-24 19:45:00,CST-6,16-JUL-24 19:45:00,0,0,0,0,125.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,W,GIBBON,1.0,W,GIBBON,40.75,-98.84,40.75,-98.84,"An upper trough centered over Canada extended southward over the Midwest and northern and central Plains. Temperatures were in the 80s across south central Nebraska. The atmosphere became uncapped. MLCAPE values were up to 3000 J/kg and effective wind shear was 40 knots. Mid-level lapse rates were fairly modest with values between 6 and 7 degrees C/km. Tornado development was limited by unfavorable low-level wind shear. A cold front was across northern Nebraska. ||Storms developed across south central Nebraska during the afternoon hours and became severe. The storms produced strong, damaging wind gusts in Harlan and Franklin Counties between 3:30 and 4:30 PM CDT then moved southward into northern Kansas. Additional storms developed to the northwest of the area along the cold front and moved into south central Nebraska during the evening hours. One storm moved into Dawson County and began by producing an estimated 60 mph wind gust at 7:45 PM CDT. This storm continued moving south southeast and produced more strong, damaging winds in Dawson, Buffalo, and Phelps Counties. The strongest wind gust was estimated to be near 75 mph in Phelps County. This storm also produced quarter to golf ball sized hail in Dawson and Phelps Counties. There was also a home in Buffalo County that got struck by lightning and was destroyed. The storm reports ended just before 9 PM CDT.","Lightning is the suspected cause of a house fire in Gibbon, which destroyed the home.",CSV
202405,23,155,202405,23,155,193383,1194844,MISSISSIPPI,28,2024,May,Lightning,C,49,HINDS,JAN,23-MAY-24 01:55:00,CST-6,23-MAY-24 01:55:00,0,0,0,0,70.00K,0.00K,Emergency Manager,,,,,,,,,,,,4.0,E,BROWNSVILLE,4.0,E,BROWNSVILLE,32.45,-90.37,32.45,-90.37,Severe thunderstorms moved across the state of Mississippi and produced damaging wind gusts and hail.,"Lightning struck a two-story home and caused a fire. Some damage occurred, but damage was mitigated by quick response by the fire department.",CSV
202405,10,37,202405,10,37,193373,1195712,MISSISSIPPI,28,2024,May,Lightning,C,67,JONES,JAN,10-MAY-24 00:37:00,CST-6,10-MAY-24 00:37:00,0,2,0,0,25.00K,0.00K,Broadcast Media,,,,,,,,,,,,2.0,SSW,SERVICE,2.0,SSW,SERVICE,31.7,-89.24,31.7,-89.24,"Severe thunderstorms moved across the state of Mississippi and produced damaging wind gusts, hail, and one tornado. Two swaths of wind produced significant damage.",A home on Lebanon Road was destroyed by fire after a lightning strike. One resident and one firefighter were treated for an injury related to the fire.,CSV
